account_id,customer_id,account_type,balance
24963,52435,Current,4945285.07
24964,98792,Savings,3334836.59
24965,96515,Savings,40458867.24
24966,73390,Salary,33578396.29
24967,4166,Salary,49979964.75
24968,69166,Savings,26589223.18
24969,67887,Current,11249192.82
24970,65754,Savings,3759470.49
24971,89374,Salary,46743573.15
24972,38887,Salary,5912595.36
24973,27952,Salary,8818191.03
24974,48020,Savings,32280714.07
24975,76544,Salary,30185902.93
24976,55448,Current,26318958.98
24977,57027,Salary,9496440.59
24978,85033,Savings,37544302.38
24979,85112,Savings,25328419.65
24980,24147,Savings,39625287.62
24981,49254,Salary,9055068.59
24982,4573,Savings,13146129.18
24983,21121,Salary,23520836.26
24984,18351,Current,15610238.46
24985,17394,Current,25226203.65
24986,51705,Savings,34302701.0
24987,34612,Current,8017197.3
24988,31813,Savings,39445830.77
24989,66230,Salary,44979006.56
24990,41472,Salary,14526243.32
24991,90786,Current,44172843.45
24992,40255,Current,19243570.36
24993,86011,Salary,14801756.15
24994,68556,Salary,46755260.03
24995,74381,Salary,12053025.77
24996,7736,Salary,18011702.75
24997,22960,Salary,24384887.43
24998,24799,Salary,47318065.0
24999,98261,Savings,26828533.55
25000,63010,Salary,9280567.63
25001,81310,Salary,8709720.13
25002,3181,Current,42761495.24
25003,65863,Savings,16042280.46
25004,53139,Salary,26297213.97
25005,69237,Current,38190807.88
25006,68853,Salary,17896876.14
25007,87467,Current,9573416.28
25008,10390,Salary,22837807.54
25009,38390,Current,16965493.6
25010,1608,Current,37309838.3
25011,79992,Salary,37031190.82
25012,20575,Salary,5313529.35
25013,80955,Salary,39369457.34
25014,19017,Salary,24399524.74
25015,33936,Salary,33337498.96
25016,29081,Savings,28061966.78
25017,18451,Salary,18730441.31
25018,45799,Savings,2029762.42
25019,25517,Savings,32165074.34
25020,19206,Current,3347893.3
25021,69151,Savings,39450220.23
25022,4698,Savings,25570754.3
25023,49551,Savings,325440.49
25024,99420,Current,4836442.3
25025,24679,Salary,2994210.85
25026,3825,Current,17541111.12
25027,77891,Savings,36355017.44
25028,81439,Current,37793186.05
25029,73774,Savings,1549882.85
25030,87628,Salary,18826542.55
25031,90402,Current,47721270.79
25032,92248,Salary,7722377.41
25033,56592,Salary,1756155.5
25034,50494,Savings,31617883.2
25035,55923,Current,15181163.04
25036,71421,Savings,48978718.72
25037,13927,Savings,7635757.63
25038,73332,Salary,40827339.92
25039,81283,Current,38401320.45
25040,53782,Current,7750456.7
25041,659,Current,2253496.38
25042,48317,Current,40723953.52
25043,88246,Savings,44971097.44
25044,15247,Savings,20745377.61
25045,78351,Salary,20428235.79
25046,95720,Savings,19894975.64
25047,80568,Savings,5088741.26
25048,59999,Savings,38172033.4
25049,11568,Savings,21482380.88
25050,6500,Salary,8237782.61
25051,36265,Salary,18290473.08
25052,70280,Savings,40599777.57
25053,34441,Current,39674061.11
25054,42670,Current,28344531.89
25055,60589,Savings,38441568.24
25056,60651,Salary,2729568.8
25057,94357,Salary,7639359.02
25058,15465,Salary,4344794.78
25059,5464,Salary,24732106.95
25060,92940,Salary,43254584.47
25061,55145,Salary,22357211.97
25062,75615,Salary,12577176.12
25063,44372,Current,3523800.11
25064,86789,Savings,35823437.89
25065,35513,Salary,1417146.47
25066,70077,Savings,26749703.89
25067,55635,Current,37352953.04
25068,34643,Savings,13662584.38
25069,98238,Salary,37066668.52
25070,23963,Current,17572838.93
25071,71625,Salary,33762246.35
25072,53297,Savings,40110461.81
25073,91408,Salary,29425106.17
25074,80388,Current,48510619.54
25075,24181,Savings,22158067.45
25076,33163,Salary,34900596.72
25077,36808,Salary,22151816.77
25078,52185,Current,31738419.26
25079,45923,Salary,17043784.65
25080,71153,Savings,10759360.81
25081,53640,Current,32252620.44
25082,68222,Current,14565637.97
25083,23509,Salary,48537084.71
25084,2359,Savings,34113681.36
25085,20773,Salary,22233128.1
25086,15725,Savings,24958396.9
25087,17589,Savings,39342837.75
25088,31942,Salary,10832883.21
25089,79780,Current,39339896.1
25090,47419,Salary,38098547.63
25091,16471,Savings,6919423.83
25092,56650,Salary,31810914.04
25093,63905,Salary,28031027.46
25094,22407,Salary,39109322.6
25095,5038,Salary,29437019.68
25096,59907,Salary,13930638.27
25097,48174,Salary,47695638.17
25098,84859,Savings,30121021.06
25099,630,Savings,11655708.27
25100,19417,Salary,40411381.9
25101,19927,Salary,29040441.95
25102,46669,Current,44671718.97
25103,46587,Current,16548721.62
25104,54227,Salary,4201036.41
25105,36672,Savings,31726121.75
25106,83612,Current,7641858.47
25107,86573,Current,29801317.1
25108,90335,Savings,22933055.04
25109,67357,Salary,13586844.83
25110,36119,Savings,3843177.52
25111,7087,Salary,885047.26
25112,51070,Current,15046444.53
25113,78463,Current,23444191.47
25114,60345,Savings,43307325.53
25115,29229,Salary,29869440.77
25116,76626,Salary,30260569.83
25117,68585,Salary,32345568.72
25118,85571,Savings,3101258.68
25119,59122,Current,26428560.1
25120,86961,Savings,26518608.83
25121,5971,Current,44525305.79
25122,26439,Savings,40476922.28
25123,61896,Current,20217371.8
25124,5332,Savings,23918434.91
25125,17379,Salary,22743427.96
25126,95278,Salary,41727783.78
25127,15346,Savings,36372361.58
25128,17077,Current,28246923.66
25129,6144,Current,38679919.88
25130,55182,Salary,30006847.5
25131,15688,Savings,30132243.7
25132,36930,Salary,2582292.44
25133,73695,Savings,14307261.56
25134,72941,Current,48748769.22
25135,10083,Salary,39598580.14
25136,62006,Salary,44371614.31
25137,68338,Current,12284238.23
25138,51474,Current,38597832.64
25139,8526,Current,16426906.32
25140,40656,Savings,13167397.59
25141,60769,Savings,8280327.38
25142,29611,Salary,5004729.21
25143,5007,Salary,783189.27
25144,85030,Current,22870732.84
25145,53684,Salary,49742153.28
25146,42656,Salary,10226696.18
25147,39975,Salary,17640761.91
25148,2840,Salary,31435648.75
25149,67559,Salary,19938462.99
25150,21181,Current,42765107.34
25151,60835,Salary,38611604.59
25152,24901,Savings,26150974.45
25153,38640,Current,26817720.08
25154,85442,Salary,35643574.93
25155,25282,Savings,38868146.17
25156,46578,Current,12721311.8
25157,7023,Current,1382600.95
25158,57365,Savings,26005102.69
25159,49370,Savings,8100227.1
25160,82876,Current,13598783.32
25161,54574,Salary,12309945.34
25162,5544,Savings,48833713.75
25163,14029,Salary,9412102.2
25164,48230,Salary,8051511.03
25165,34400,Current,49431422.67
25166,59267,Savings,33184505.12
25167,46656,Salary,7917276.11
25168,53475,Savings,18626694.94
25169,80269,Salary,12022681.69
25170,65171,Current,44317487.97
25171,62649,Current,29849871.72
25172,77850,Current,14342204.34
25173,12948,Current,6110678.35
25174,10722,Current,47719344.1
25175,18052,Savings,31920838.1
25176,77657,Current,34301857.75
25177,3195,Current,20984478.28
25178,15697,Current,33829589.7
25179,44634,Current,8814200.43
25180,88022,Savings,11078422.32
25181,88013,Salary,36966603.06
25182,53760,Savings,45090701.04
25183,85874,Current,31038210.18
25184,60486,Savings,25469969.49
25185,2951,Current,5955082.57
25186,60364,Current,14326885.92
25187,2725,Savings,48394965.03
25188,29522,Current,9644320.35
25189,83089,Current,19457884.43
25190,44270,Savings,7121884.9
25191,57366,Salary,40956787.33
25192,7533,Savings,29530256.78
25193,20972,Current,17478557.32
25194,45400,Salary,40622683.96
25195,88987,Salary,38017068.59
25196,31230,Salary,1756085.17
25197,18019,Savings,1588964.26
25198,72025,Salary,39205166.34
25199,81897,Savings,6781966.8
25200,31006,Current,9054693.92
25201,86820,Salary,28639796.71
25202,91168,Salary,28473311.64
25203,731,Savings,7369516.37
25204,14177,Salary,13372507.1
25205,72219,Savings,45465482.5
25206,73875,Savings,45453638.39
25207,97800,Savings,3701126.27
25208,43339,Salary,45322624.47
25209,9751,Salary,24327592.27
25210,28944,Savings,5852697.07
25211,32364,Salary,6485691.76
25212,49395,Savings,509208.84
25213,39664,Current,23267796.77
25214,47497,Salary,20513765.12
25215,11307,Salary,45706656.85
25216,69015,Salary,14550547.29
25217,75765,Current,9551855.62
25218,94880,Savings,9510212.54
25219,392,Current,24215898.34
25220,66441,Salary,23333294.64
25221,25624,Savings,11296611.2
25222,98488,Salary,25137820.98
25223,83582,Savings,37941489.33
25224,88818,Salary,47871524.95
25225,43127,Savings,11430297.81
25226,81256,Savings,22103159.24
25227,17808,Salary,26850947.72
25228,97570,Savings,24599664.71
25229,44263,Salary,44423240.59
25230,45176,Savings,38759699.78
25231,98465,Current,18091482.54
25232,13534,Savings,35603966.87
25233,32992,Salary,3102792.87
25234,97638,Current,27976066.93
25235,92232,Current,5116754.8
25236,79297,Salary,36637428.96
25237,42139,Savings,23429336.87
25238,95286,Salary,8498207.37
25239,293,Savings,30871034.39
25240,35637,Current,49188257.63
25241,63959,Current,6868593.12
25242,82907,Current,37827693.43
25243,96794,Savings,36979398.29
25244,43047,Savings,42934706.18
25245,89951,Salary,25692431.9
25246,74761,Savings,33719006.63
25247,76763,Current,3716328.27
25248,73354,Salary,13280855.84
25249,26281,Salary,8029207.91
25250,53210,Savings,4561860.17
25251,74682,Savings,39736118.17
25252,9145,Savings,41122562.36
25253,6169,Savings,19207744.58
25254,73798,Salary,24428797.31
25255,7164,Salary,41644577.92
25256,83086,Salary,14454495.98
25257,71585,Salary,44797551.5
25258,18504,Salary,18306850.05
25259,42357,Savings,23559248.75
25260,60254,Salary,13071147.87
25261,88571,Salary,33666205.18
25262,28831,Savings,1456269.63
25263,42824,Salary,40861307.73
25264,18855,Current,7583050.33
25265,26816,Savings,13333436.29
25266,20823,Salary,28527924.53
25267,47436,Current,35464836.77
25268,14409,Salary,1982997.85
25269,30041,Salary,42011629.06
25270,18743,Salary,21769232.45
25271,26879,Salary,42520787.72
25272,11261,Savings,20512239.01
25273,19965,Savings,33601028.67
25274,45080,Current,44822563.59
25275,76801,Salary,26765158.3
25276,41275,Current,13639533.11
25277,58643,Current,21707514.36
25278,23484,Current,48575502.61
25279,44480,Salary,32535035.46
25280,29809,Savings,9661779.68
25281,45125,Salary,23305057.46
25282,9812,Salary,18796547.57
25283,3595,Current,25743341.77
25284,95782,Current,49875461.95
25285,36611,Current,20493651.63
25286,17688,Salary,25507889.43
25287,74020,Salary,12362566.66
25288,30567,Current,46542994.24
25289,58053,Savings,41197934.96
25290,38946,Current,33796029.55
25291,19442,Current,36091470.29
25292,91907,Savings,44579065.21
25293,42435,Salary,36201289.56
25294,3656,Current,9884216.69
25295,56677,Current,49723472.73
25296,17625,Savings,34544362.99
25297,19769,Current,46242557.53
25298,7211,Salary,4605476.78
25299,91597,Savings,6306407.26
25300,89045,Salary,30098513.89
25301,38002,Current,4019909.26
25302,48053,Savings,6266751.39
25303,39329,Salary,1292365.11
25304,88078,Savings,7138542.56
25305,39789,Salary,37411544.18
25306,31828,Current,8699590.42
25307,20277,Savings,684856.07
25308,74819,Savings,21458029.81
25309,19215,Current,20561606.28
25310,42597,Current,38073804.19
25311,66360,Current,16448019.24
25312,91884,Salary,5711491.49
25313,62504,Savings,8285954.25
25314,80362,Current,18595910.62
25315,25020,Salary,37685928.5
25316,98297,Salary,8342531.58
25317,18893,Salary,5621912.09
25318,91193,Salary,40563551.1
25319,27365,Current,27562705.84
25320,80088,Savings,36192668.86
25321,44535,Current,1031236.35
25322,42101,Savings,38902480.21
25323,68953,Salary,4497599.09
25324,6183,Salary,17143475.72
25325,10853,Salary,37868753.49
25326,49953,Savings,36008804.29
25327,57720,Savings,11638966.22
25328,1873,Salary,36371479.43
25329,37374,Salary,6574991.76
25330,78283,Savings,29813980.39
25331,63258,Savings,46945732.11
25332,46300,Current,44259580.75
25333,63782,Salary,27199887.01
25334,41936,Salary,14935327.69
25335,78954,Current,28878696.49
25336,8701,Current,43347051.86
25337,90216,Salary,48768646.7
25338,19508,Savings,47660213.05
25339,50166,Current,41213770.54
25340,71760,Savings,4888202.18
25341,1857,Salary,4070373.03
25342,63757,Current,29956192.47
25343,32670,Current,34066024.8
25344,58988,Current,31373941.49
25345,26525,Savings,10235488.33
25346,38161,Salary,25925976.87
25347,38512,Savings,4818149.41
25348,88963,Current,21631395.48
25349,54171,Savings,21771318.12
25350,73060,Salary,22955292.02
25351,41373,Salary,16750878.75
25352,27222,Savings,29462840.04
25353,17385,Salary,43372231.13
25354,54407,Salary,36235447.58
25355,86441,Current,25711324.23
25356,7864,Current,28179588.72
25357,27574,Current,17031210.52
25358,17541,Savings,44813781.92
25359,17655,Savings,3037728.78
25360,105,Savings,841651.38
25361,61221,Salary,29911794.84
25362,20054,Savings,37907416.72
25363,61776,Current,37926210.69
25364,93018,Savings,22660997.25
25365,73342,Savings,1126208.04
25366,70679,Current,38206767.54
25367,814,Current,18866637.51
25368,1019,Savings,47370775.73
25369,29931,Current,16002788.56
25370,15395,Savings,8052352.72
25371,36172,Current,6124593.95
25372,73816,Salary,4571607.32
25373,3349,Savings,25571708.67
25374,33976,Salary,8640429.2
25375,77518,Savings,29633144.02
25376,19917,Salary,47746610.35
25377,1584,Savings,30738282.02
25378,60309,Salary,34747107.66
25379,21010,Savings,47375077.31
25380,16242,Savings,18334243.11
25381,79061,Savings,48914927.58
25382,87113,Savings,41953133.89
25383,90953,Savings,28247349.93
25384,92205,Salary,16465336.21
25385,1464,Savings,43749913.77
25386,57980,Savings,22986599.95
25387,49654,Savings,39256897.53
25388,92146,Current,39670142.93
25389,13304,Current,44280039.92
25390,60771,Current,1064061.86
25391,29572,Current,35900637.48
25392,89044,Current,24203790.1
25393,77505,Salary,20471507.27
25394,12191,Salary,46865973.83
25395,27709,Current,30241818.33
25396,62099,Current,36072447.81
25397,85362,Current,38006980.37
25398,17336,Savings,24982562.35
25399,92632,Savings,34266755.93
25400,29097,Salary,8578626.34
25401,58031,Current,22101996.38
25402,41659,Savings,12606191.81
25403,944,Savings,42133455.64
25404,46451,Salary,32764710.75
25405,49207,Current,40308874.73
25406,61139,Savings,23373151.48
25407,69917,Salary,16845312.22
25408,27501,Savings,17532942.89
25409,84166,Current,17774396.2
25410,64265,Current,32753586.12
25411,54846,Savings,23696958.76
25412,4957,Current,144909.03
25413,22512,Current,42783372.53
25414,24799,Current,8842652.68
25415,26873,Savings,47837057.25
25416,1490,Current,41696068.15
25417,16438,Salary,36871941.55
25418,6707,Current,15230970.7
25419,95650,Savings,45048019.03
25420,42194,Savings,27295498.31
25421,11429,Salary,2595881.2
25422,49816,Salary,2553481.62
25423,31762,Current,33482133.52
25424,76591,Salary,16416013.93
25425,60569,Current,6383958.54
25426,87065,Salary,5772353.89
25427,70500,Savings,9629728.95
25428,6497,Salary,38545312.97
25429,23755,Salary,15668806.65
25430,32688,Current,3987591.85
25431,48301,Current,34328982.58
25432,65570,Savings,36870099.11
25433,96436,Savings,32088566.67
25434,55775,Salary,40717878.71
25435,27048,Savings,23630327.46
25436,3464,Salary,47459407.75
25437,44525,Salary,16728600.69
25438,49076,Salary,25338546.94
25439,62386,Savings,43006838.15
25440,65351,Salary,4491427.38
25441,33809,Current,38292718.08
25442,71243,Savings,20923019.62
25443,89239,Salary,27504593.48
25444,718,Savings,29823013.46
25445,84634,Savings,3898611.7
25446,5307,Savings,283805.35
25447,79974,Savings,9585005.16
25448,88834,Salary,44553127.62
25449,35700,Current,4457168.09
25450,94651,Salary,8844413.65
25451,96358,Salary,32233232.43
25452,66174,Salary,19146535.43
25453,18766,Savings,26679099.92
25454,39165,Savings,36043251.86
25455,15374,Salary,44725754.33
25456,42438,Savings,6680141.39
25457,43101,Salary,6578437.77
25458,16098,Current,42672774.6
25459,97882,Savings,6975410.63
25460,68149,Current,2458426.38
25461,12096,Salary,19122772.71
25462,95145,Savings,14729769.85
25463,7681,Salary,9461109.53
25464,46494,Savings,46250207.3
25465,88640,Current,43485307.69
25466,37552,Current,18389656.5
25467,69988,Salary,41244280.37
25468,69558,Savings,21647707.31
25469,76875,Salary,27951519.41
25470,29924,Salary,49404785.85
25471,93885,Salary,14967355.14
25472,32891,Savings,14909127.64
25473,30054,Savings,24289104.82
25474,74903,Salary,37912554.26
25475,41206,Current,38016492.09
25476,37731,Salary,43459801.6
25477,66427,Salary,42505223.17
25478,99069,Savings,3471731.32
25479,38177,Savings,47429874.66
25480,71011,Current,26290954.79
25481,23407,Savings,32955134.05
25482,13658,Salary,16689969.16
25483,45840,Savings,44825667.5
25484,30690,Savings,48189299.77
25485,13658,Salary,9312933.28
25486,30589,Current,34541075.95
25487,59927,Current,34374740.37
25488,98720,Savings,15610269.03
25489,11433,Savings,37626694.77
25490,32144,Savings,9413091.34
25491,16980,Savings,13008430.37
25492,76446,Savings,17704815.45
25493,7763,Current,10961614.24
25494,75646,Current,5222552.59
25495,64910,Salary,15567711.52
25496,46699,Salary,19240886.84
25497,70610,Current,25201850.58
25498,53983,Current,23660519.49
25499,21364,Savings,18099526.09
25500,35339,Current,42278685.98
25501,1839,Savings,27839173.27
25502,32826,Savings,48552257.1
25503,27355,Savings,2724719.29
25504,37754,Salary,27320625.39
25505,57358,Salary,49486136.76
25506,20316,Current,18110543.32
25507,75575,Current,21670126.93
25508,44171,Current,8274461.48
25509,2422,Savings,14111886.31
25510,43806,Salary,9385466.31
25511,23874,Savings,28406546.96
25512,73845,Salary,27113624.9
25513,79968,Salary,36154313.94
25514,18597,Savings,41981747.83
25515,38876,Savings,4642541.8
25516,55502,Savings,4682445.45
25517,17196,Savings,29830076.24
25518,12154,Current,49525527.69
25519,45768,Savings,10006840.22
25520,50140,Current,6423444.15
25521,36596,Current,15446462.77
25522,67202,Current,47326879.07
25523,40338,Salary,4739642.47
25524,65581,Savings,43691759.62
25525,98466,Salary,43660193.97
25526,2403,Current,30580588.51
25527,77817,Savings,17867800.38
25528,48038,Savings,47319168.3
25529,64363,Salary,12898355.41
25530,5423,Current,12232273.05
25531,12699,Savings,29879383.81
25532,6480,Current,28801593.04
25533,45700,Current,46613225.75
25534,34202,Savings,48506311.07
25535,88380,Current,30520319.13
25536,57484,Current,35200766.54
25537,30947,Savings,1496677.77
25538,15481,Savings,29652254.96
25539,87331,Current,49749271.46
25540,65852,Savings,37388890.64
25541,49882,Savings,49928761.52
25542,14373,Salary,38758493.15
25543,90297,Current,43450675.06
25544,86377,Savings,44344891.83
25545,84151,Savings,24255618.39
25546,49533,Salary,2236018.82
25547,39972,Salary,6917605.08
25548,93625,Savings,8675529.0
25549,44414,Savings,49686213.75
25550,79175,Salary,44657785.0
25551,20928,Current,31866267.79
25552,29896,Current,16968992.29
25553,59554,Salary,19480055.9
25554,41591,Savings,7177809.16
25555,52756,Current,33033265.58
25556,4555,Savings,37392650.84
25557,67466,Salary,7875428.3
25558,54766,Current,7612636.45
25559,69258,Savings,29658475.7
25560,91311,Salary,20897262.83
25561,3381,Salary,36832358.83
25562,15495,Current,31771729.46
25563,94711,Current,1229173.7
25564,75953,Current,44640688.27
25565,19777,Current,26277821.06
25566,59913,Salary,40593015.37
25567,70445,Savings,22806552.72
25568,44226,Savings,12615822.92
25569,78220,Current,36596294.31
25570,39811,Salary,47250983.43
25571,33833,Savings,29816086.29
25572,67356,Savings,48444614.06
25573,91200,Savings,18868213.17
25574,49822,Salary,19379661.21
25575,76434,Salary,15874406.3
25576,24018,Current,35124425.13
25577,10704,Savings,41655467.95
25578,39846,Current,2085047.88
25579,74051,Savings,16330185.5
25580,13644,Current,33295127.06
25581,81616,Current,18425420.85
25582,67913,Current,38875335.25
25583,18641,Current,21021455.41
25584,5507,Current,12924296.22
25585,52885,Salary,42410276.0
25586,44458,Current,49641061.28
25587,15748,Salary,3741784.81
25588,89922,Current,39606232.62
25589,46867,Current,41362385.39
25590,28,Savings,24350665.37
25591,49088,Salary,36622679.54
25592,75480,Savings,36239964.89
25593,98413,Savings,43145084.29
25594,2912,Savings,42784840.75
25595,45834,Savings,9500063.67
25596,39130,Current,9650927.15
25597,78704,Salary,31640214.57
25598,20435,Salary,1411142.68
25599,68998,Salary,42094464.22
25600,11855,Savings,45675055.35
25601,7211,Salary,48074082.34
25602,8427,Current,46972315.08
25603,17563,Salary,44841931.46
25604,21482,Current,10177618.06
25605,25571,Savings,38249948.22
25606,78532,Current,8880272.31
25607,80941,Salary,6244779.24
25608,62678,Current,4294383.67
25609,72125,Current,9583128.45
25610,47939,Current,40258792.77
25611,12098,Current,36632917.84
25612,58909,Current,20682373.17
25613,48021,Savings,25654709.46
25614,48129,Current,36512515.9
25615,20406,Savings,32636352.78
25616,16985,Savings,23685156.33
25617,73074,Salary,23315011.47
25618,96843,Savings,33596742.24
25619,78636,Savings,4857910.62
25620,42622,Savings,3071380.14
25621,70297,Salary,17895962.1
25622,17804,Savings,37388895.89
25623,78987,Salary,19124077.19
25624,55800,Current,38648267.51
25625,33785,Salary,31362884.71
25626,25670,Current,29723524.66
25627,7602,Savings,21538518.23
25628,50211,Savings,20748155.3
25629,70013,Salary,25267872.31
25630,17909,Current,4448649.33
25631,67503,Current,5282504.41
25632,64066,Savings,24548135.04
25633,65351,Salary,34553477.39
25634,40662,Savings,415831.1
25635,14381,Salary,6314896.7
25636,11108,Current,8358466.78
25637,11286,Salary,41079000.42
25638,8197,Current,25062455.66
25639,84570,Current,17204716.12
25640,56002,Savings,37487031.18
25641,46249,Savings,38307842.32
25642,64046,Salary,6086222.79
25643,92338,Savings,12614941.32
25644,80460,Savings,37908089.21
25645,95174,Salary,3175713.95
25646,66289,Salary,46728684.69
25647,73994,Current,21611939.6
25648,34621,Salary,32024303.96
25649,75466,Salary,8373831.43
25650,1502,Current,26335710.02
25651,88958,Current,12424575.37
25652,58173,Current,27859458.94
25653,35120,Savings,45426174.66
25654,52676,Savings,3612568.25
25655,49017,Current,40640945.55
25656,13908,Salary,27277475.03
25657,64267,Current,7542719.68
25658,23966,Savings,39675918.62
25659,77736,Salary,33676199.9
25660,76102,Current,43339254.75
25661,4617,Salary,49619698.81
25662,23271,Savings,1154846.26
25663,5315,Current,21162057.91
25664,4102,Savings,38514000.04
25665,6989,Current,11390002.97
25666,65414,Savings,9529447.53
25667,9161,Salary,21875521.59
25668,94411,Savings,3036501.67
25669,27561,Salary,9881928.02
25670,31266,Current,35637648.25
25671,9923,Savings,15491155.54
25672,38627,Savings,1219068.86
25673,10986,Savings,11457577.74
25674,37134,Current,41424245.96
25675,62770,Current,13170642.66
25676,15970,Current,43804754.76
25677,39030,Salary,42658155.54
25678,87611,Current,1992215.14
25679,60160,Salary,39644775.46
25680,90497,Salary,49946250.28
25681,58348,Current,8865838.93
25682,53856,Current,44787390.75
25683,33608,Salary,46707077.32
25684,63725,Savings,44686254.06
25685,30692,Salary,35154133.22
25686,97441,Savings,43632791.88
25687,69049,Current,25917713.64
25688,59030,Salary,24939205.59
25689,36358,Salary,33229595.92
25690,37200,Salary,42514366.36
25691,71383,Salary,49301876.36
25692,68926,Savings,41979397.77
25693,24607,Savings,31314749.77
25694,39232,Current,48318333.81
25695,23161,Savings,21297039.7
25696,24386,Savings,19366380.81
25697,10167,Current,16530921.59
25698,17906,Salary,17594065.32
25699,56600,Salary,29485082.96
25700,78766,Savings,4710696.67
25701,11194,Current,30651537.85
25702,37256,Salary,29130731.3
25703,51078,Savings,9557290.0
25704,1694,Savings,20005811.31
25705,50849,Current,38544079.71
25706,68226,Salary,17851088.17
25707,84411,Salary,10966824.53
25708,61932,Current,17983132.09
25709,73840,Savings,43235574.74
25710,60242,Current,13195700.43
25711,57233,Salary,44951754.85
25712,5773,Current,9889738.47
25713,86851,Savings,29991458.27
25714,246,Salary,13510193.21
25715,33850,Current,10943165.57
25716,57451,Salary,39190248.09
25717,38824,Current,15052867.03
25718,2864,Current,27476441.14
25719,80055,Savings,17327537.09
25720,95213,Salary,31895837.36
25721,11636,Salary,30652353.35
25722,938,Savings,28626868.27
25723,66326,Savings,14554154.54
25724,59212,Savings,7729682.61
25725,32036,Savings,1748854.92
25726,58243,Savings,29165232.36
25727,20482,Savings,3300213.47
25728,98410,Current,38268256.51
25729,33611,Salary,15466449.79
25730,53056,Salary,24871007.77
25731,44532,Savings,10967810.51
25732,58536,Savings,42192551.79
25733,14479,Current,10997997.62
25734,71325,Salary,8426073.79
25735,82011,Savings,24371934.78
25736,85828,Savings,7207232.04
25737,57957,Current,12853672.35
25738,51213,Savings,5729281.56
25739,38487,Savings,11906748.75
25740,68501,Salary,33888030.57
25741,55325,Savings,34870276.6
25742,27671,Savings,9567801.34
25743,42083,Salary,5321493.92
25744,15008,Current,48473627.89
25745,41006,Current,24891432.13
25746,63913,Current,21407782.9
25747,30136,Current,45064738.45
25748,3705,Savings,47881148.71
25749,9736,Savings,3838268.31
25750,15405,Savings,40561089.79
25751,77470,Savings,32958878.16
25752,62671,Salary,13967426.46
25753,10500,Salary,16585137.57
25754,5868,Salary,48776164.63
25755,68115,Current,26395205.36
25756,50888,Current,38102730.64
25757,25789,Current,22863033.62
25758,69113,Current,38374069.23
25759,45201,Savings,41417383.14
25760,81621,Savings,27302013.63
25761,88127,Salary,1089710.98
25762,21670,Current,39929070.75
25763,88070,Savings,30397051.62
25764,45239,Savings,43953472.55
25765,8826,Savings,49052372.69
25766,56961,Salary,28454349.62
25767,61308,Current,13778078.73
25768,53369,Current,37677822.89
25769,34925,Current,27635033.61
25770,63230,Current,35908963.61
25771,23177,Savings,39188447.02
25772,47261,Salary,46146246.07
25773,87097,Salary,35445081.81
25774,61380,Savings,26390328.79
25775,90360,Savings,41668024.5
25776,81868,Savings,13328586.43
25777,53236,Savings,43712634.81
25778,72520,Current,33627309.27
25779,17163,Current,19600163.94
25780,43322,Savings,46916961.69
25781,29104,Current,49143071.21
25782,43186,Current,8607226.72
25783,29425,Current,48608155.98
25784,35054,Current,18804513.38
25785,75819,Savings,29326098.44
25786,81707,Salary,7734381.45
25787,14282,Salary,8368375.09
25788,47783,Savings,25550215.01
25789,56952,Savings,376890.47
25790,36099,Savings,1685725.7
25791,9536,Savings,29705443.48
25792,24499,Current,48263697.03
25793,53812,Salary,29646757.69
25794,46593,Salary,24778698.43
25795,91389,Current,30612667.14
25796,77322,Current,114015.54
25797,41231,Current,38980202.69
25798,41925,Salary,35926399.89
25799,96742,Salary,20041803.51
25800,59330,Salary,19990276.71
25801,95191,Salary,44093017.81
25802,71124,Current,40737560.75
25803,89110,Salary,13219650.62
25804,91671,Current,40043008.31
25805,93709,Current,47472602.48
25806,89315,Salary,22321510.48
25807,94344,Current,26045465.55
25808,66363,Savings,4124626.28
25809,94008,Savings,42814721.25
25810,39291,Salary,17045822.54
25811,88469,Salary,46869172.04
25812,22829,Current,2431158.6
25813,29771,Salary,302258.85
25814,61302,Current,24359345.68
25815,97710,Salary,9413426.69
25816,3894,Savings,48717089.54
25817,86494,Current,49982549.58
25818,1195,Savings,33969914.57
25819,95863,Savings,38934899.42
25820,60343,Salary,11923030.58
25821,2448,Savings,2741017.83
25822,52714,Salary,9192945.18
25823,13549,Savings,23213121.56
25824,24434,Salary,16014876.67
25825,9669,Salary,7318748.98
25826,174,Salary,14367538.43
25827,2998,Salary,13492165.48
25828,55585,Current,9377097.17
25829,85436,Savings,43595210.59
25830,44929,Current,39653983.26
25831,52888,Current,38175033.49
25832,15626,Savings,19491351.72
25833,12647,Savings,1678950.63
25834,37788,Savings,35482817.53
25835,95904,Salary,33722073.7
25836,93822,Current,47224260.22
25837,74415,Current,45788022.8
25838,8359,Salary,13607397.98
25839,7036,Salary,43657787.72
25840,67920,Savings,44061613.36
25841,63147,Salary,702167.66
25842,73366,Current,5163480.0
25843,6957,Savings,33182943.55
25844,79439,Current,13824122.48
25845,89027,Salary,41018939.99
25846,25183,Current,25115896.77
25847,13206,Savings,23124968.1
25848,72743,Savings,9996923.21
25849,67455,Salary,23741666.58
25850,3804,Savings,26065156.99
25851,10786,Salary,33777044.8
25852,82950,Salary,47116882.61
25853,35481,Salary,16386337.6
25854,66538,Salary,39769983.1
