loan_id,customer_id,loan_amount,interest_rate,status
4479,90718,81397720.57,21.77,Closed
4480,82669,88472685.6,18.59,Closed
4481,62288,52027821.02,19.21,Closed
4482,37689,79340972.39,19.49,Defaulted
4483,3481,83318949.45,21.08,Closed
4484,20080,68079175.07,21.36,Defaulted
4485,94493,59221346.33,9.65,Active
4486,84893,9675574.08,19.42,Closed
4487,9977,86985186.63,23.55,Closed
4488,49032,50689530.09,12.16,Closed
4489,2680,3723137.17,21.46,Defaulted
4490,20800,11572559.11,18.07,Active
4491,25395,97562521.43,9.75,Active
4492,18742,72684201.82,13.58,Active
4493,22512,87102513.77,23.08,Defaulted
4494,10061,30045088.12,8.73,Closed
4495,46563,16745944.14,9.15,Defaulted
4496,60409,89556081.69,13.76,Closed
4497,81123,99459893.47,21.61,Defaulted
4498,19027,47256164.31,11.07,Active
4499,33593,36237961.98,9.53,Closed
4500,75776,8042468.5,13.97,Defaulted
4501,74469,17400186.14,21.62,Closed
4502,35825,84709704.75,18.52,Closed
4503,43363,73690107.55,8.2,Active
4504,56724,40509820.39,20.6,Active
4505,19142,14297323.84,14.74,Active
4506,73740,47275148.51,10.46,Closed
4507,17179,8305413.29,18.0,Defaulted
4508,50581,82864225.95,13.0,Closed
4509,53595,29970159.15,16.74,Closed
4510,371,57582650.29,19.3,Closed
4511,84503,76227381.14,11.92,Defaulted
4512,99708,30738718.04,18.54,Defaulted
4513,65463,16088241.62,13.94,Defaulted
4514,58227,12315956.11,14.71,Active
4515,93351,56162438.74,20.67,Closed
4516,37043,31988071.86,21.08,Closed
4517,35877,95960803.65,13.42,Closed
4518,92997,91871796.44,13.92,Defaulted
4519,29657,28114537.52,23.43,Closed
4520,19945,31419614.14,20.81,Defaulted
4521,43120,8795905.9,13.99,Active
4522,18949,39793428.84,14.68,Active
4523,12146,48647142.15,11.95,Defaulted
4524,86943,7810204.19,16.72,Active
4525,44240,78283420.33,15.53,Defaulted
4526,75964,55354267.83,17.38,Defaulted
4527,233,76283050.73,16.56,Defaulted
4528,97653,5056460.39,18.06,Active
4529,85651,58616794.22,13.06,Active
4530,2201,60356788.41,13.39,Closed
4531,42803,66142151.05,11.14,Active
4532,92366,16362217.55,15.54,Closed
4533,10486,20244760.05,20.33,Closed
4534,47854,56928805.05,13.4,Closed
4535,85788,1898562.38,17.0,Closed
4536,78939,33699349.82,14.62,Active
4537,93458,89001347.87,11.9,Active
4538,92310,38445037.88,13.22,Active
4539,96866,53432715.33,11.38,Closed
4540,38505,39879034.04,15.87,Defaulted
4541,37014,56719811.52,17.11,Active
4542,91721,88749144.16,21.25,Closed
4543,77898,64795230.15,21.0,Defaulted
4544,18730,86603962.45,21.43,Closed
4545,91360,29334742.27,13.47,Closed
4546,32025,92371236.91,15.5,Active
4547,33008,2921804.98,13.63,Defaulted
4548,36338,36470852.5,10.16,Active
4549,91990,46219057.61,20.22,Defaulted
4550,93414,49882449.96,15.91,Defaulted
4551,59278,58451698.88,11.81,Closed
4552,76466,24668385.83,12.87,Active
4553,67743,95240679.05,16.99,Active
4554,43859,88869742.22,10.36,Closed
4555,66260,66335973.05,12.25,Defaulted
4556,53577,84990574.13,12.45,Defaulted
4557,4503,51847686.63,12.8,Active
4558,74137,14605657.02,18.87,Active
4559,70759,37814475.05,19.57,Closed
4560,97560,29676503.45,21.11,Closed
4561,55216,21623634.88,15.38,Defaulted
4562,45589,39425543.73,22.01,Closed
4563,38134,46507670.36,9.77,Active
4564,67525,97355254.81,9.0,Active
4565,88446,29714914.13,19.79,Defaulted
4566,23277,55617771.2,21.71,Defaulted
4567,83578,60263073.23,15.39,Active
4568,67719,17085748.24,23.51,Active
4569,84217,26795267.16,14.92,Closed
4570,36628,98407038.45,12.61,Active
4571,990,60438334.84,21.92,Active
4572,71083,49871797.16,9.06,Closed
4573,98857,4381329.98,21.21,Closed
4574,61386,24100762.03,19.85,Defaulted
4575,48973,39691669.52,9.04,Closed
4576,69475,43680944.29,11.16,Active
4577,74645,75724744.25,8.14,Defaulted
4578,75590,88817988.61,21.69,Defaulted
4579,825,82284343.89,20.9,Closed
4580,71712,70375921.48,22.55,Active
4581,56320,76959223.74,16.74,Closed
4582,16588,76029275.21,16.44,Active
4583,4319,62340610.63,17.85,Active
4584,286,86698179.95,20.44,Active
4585,4768,6762932.86,8.58,Active
4586,65590,82230832.93,20.23,Closed
4587,58176,99776522.22,18.8,Closed
4588,24038,81012004.45,17.71,Closed
4589,3973,26115199.99,16.62,Closed
4590,28916,88466065.15,15.41,Closed
4591,18286,64113750.88,17.11,Closed
4592,29267,49714584.57,20.46,Defaulted
4593,18113,77517864.63,22.1,Defaulted
4594,17300,44502078.29,8.05,Active
4595,65523,46217701.09,16.06,Defaulted
4596,40229,10691374.04,23.19,Defaulted
4597,10872,70504722.89,9.35,Defaulted
4598,65605,26238959.38,19.92,Active
4599,87797,87309416.58,14.35,Defaulted
4600,98640,30483676.17,10.83,Defaulted
4601,8025,29539621.42,21.96,Active
4602,23931,57353478.38,12.28,Closed
4603,66540,35271553.14,16.33,Active
4604,25257,53950717.12,18.13,Defaulted
4605,89430,3127195.69,8.01,Closed
4606,85214,98833125.29,22.44,Defaulted
4607,89445,45167413.87,23.02,Active
4608,52603,25336223.27,23.39,Defaulted
4609,92453,13478010.74,21.6,Active
4610,85988,46432690.56,17.98,Defaulted
4611,63192,76141939.78,10.42,Defaulted
4612,87742,54689124.78,17.71,Closed
4613,55896,40623937.18,16.75,Defaulted
4614,40210,42228401.61,23.99,Active
4615,60947,42587382.32,19.44,Active
4616,61888,80824254.14,16.77,Defaulted
4617,44696,14954192.01,20.23,Active
4618,27000,90561817.16,19.38,Closed
4619,18083,31164046.78,11.36,Active
4620,58984,44112638.59,11.51,Defaulted
4621,64549,51302980.59,12.54,Active
4622,15985,34336354.13,13.06,Active
4623,85586,14697974.58,17.99,Closed
4624,1236,98510657.06,21.36,Closed
4625,19921,65076422.68,18.67,Defaulted
4626,73440,63288247.24,16.59,Active
4627,54385,53186178.77,18.42,Active
4628,92390,72018297.0,20.15,Closed
4629,87467,15866130.64,14.1,Active
4630,72473,60360404.49,12.4,Defaulted
4631,48196,23483613.49,14.74,Closed
4632,69578,99647688.25,15.22,Closed
4633,73051,95969007.39,17.46,Active
4634,9775,14976616.23,19.52,Active
4635,25459,78145648.89,8.52,Closed
4636,99604,17348803.48,8.01,Closed
4637,19225,27552498.5,18.67,Defaulted
4638,50895,74437442.5,8.74,Active
4639,86211,32529490.42,22.98,Active
4640,12210,4159172.58,8.74,Closed
4641,44000,4206222.6,23.16,Closed
4642,69416,53734840.14,17.45,Closed
4643,58460,73055913.9,13.18,Defaulted
4644,62207,47887782.64,17.19,Defaulted
4645,80806,48787059.3,18.91,Closed
4646,77380,33619397.93,17.12,Active
4647,72591,38304553.36,8.19,Defaulted
4648,71208,36812156.66,15.99,Active
4649,61350,85223919.48,18.64,Closed
4650,32359,23251732.13,15.14,Closed
4651,7036,28247641.76,18.98,Active
4652,21356,31014280.49,22.16,Active
4653,96672,22634666.78,22.09,Closed
4654,37532,9554551.0,15.04,Defaulted
4655,46969,45831879.14,17.5,Closed
4656,44392,36478079.86,17.71,Defaulted
4657,87568,58555153.76,18.39,Defaulted
4658,59139,59339085.45,9.57,Active
4659,34447,5597642.9,21.41,Defaulted
4660,48661,74565205.72,17.55,Defaulted
4661,18380,36729720.3,21.81,Defaulted
4662,70876,13206823.56,11.79,Defaulted
4663,47128,41546771.02,17.65,Closed
4664,64883,5006069.41,15.95,Closed
4665,52412,40597972.53,15.31,Defaulted
4666,88215,77269540.75,21.06,Defaulted
4667,49082,13997437.27,9.67,Active
4668,20118,11672171.68,18.17,Closed
4669,88435,37869439.4,19.43,Active
4670,59873,95112537.05,16.58,Defaulted
4671,62363,57586689.79,9.81,Defaulted
4672,18705,74756414.66,21.93,Closed
4673,30919,27673147.11,13.73,Defaulted
4674,21354,45008721.56,12.09,Defaulted
4675,22600,3682328.18,23.84,Closed
4676,27492,89441172.25,8.62,Defaulted
4677,9333,28350132.76,19.08,Active
4678,85408,4318501.0,9.49,Active
4679,91319,9494905.47,23.23,Defaulted
4680,12098,55456465.59,19.75,Closed
4681,50643,56672102.41,14.85,Closed
4682,92317,5045787.29,12.09,Closed
4683,40992,98363391.85,12.85,Defaulted
4684,16532,81053805.89,8.3,Closed
4685,778,42783425.86,13.77,Active
4686,43187,44616447.69,21.87,Active
4687,75025,71613577.31,22.22,Active
4688,30296,28709358.45,23.35,Defaulted
4689,25203,52387863.85,19.67,Defaulted
4690,75015,83121369.92,19.18,Active
4691,2801,66139924.24,11.52,Active
4692,82633,22336188.62,15.08,Active
4693,62493,1864898.22,15.1,Closed
4694,56369,81662300.78,8.56,Active
4695,72701,60481367.89,19.83,Defaulted
4696,49366,11479972.44,9.46,Closed
4697,39684,96582291.82,14.69,Defaulted
4698,66930,22340883.87,11.12,Closed
4699,58215,18065576.3,10.22,Active
4700,33886,98608797.71,17.56,Closed
4701,10612,86101424.39,19.0,Active
4702,98432,21600954.85,21.99,Defaulted
4703,1093,48337054.48,16.08,Active
4704,23639,44425728.88,17.7,Active
4705,11179,80885318.86,9.37,Closed
4706,24480,77460334.57,14.69,Closed
4707,15659,36791717.77,11.92,Closed
4708,22535,73378506.17,8.14,Active
4709,20256,87650908.45,10.23,Defaulted
4710,68865,50974708.72,13.79,Active
4711,93171,50703102.37,15.3,Active
4712,55055,79290198.94,23.1,Defaulted
4713,46400,45910661.51,15.3,Active
4714,45001,23819155.77,9.32,Defaulted
4715,43941,21276506.09,16.32,Active
4716,23800,57315911.86,12.94,Active
4717,84043,57230676.09,22.02,Closed
4718,67810,97210940.73,13.63,Closed
4719,96260,45289166.9,10.53,Closed
4720,97218,56348758.69,12.05,Active
4721,71772,12607303.57,12.82,Active
4722,20965,99477525.75,11.15,Defaulted
4723,4324,62799395.16,8.69,Defaulted
4724,65425,21844077.68,21.62,Defaulted
4725,65336,90482049.08,9.07,Defaulted
4726,9817,94970406.02,10.21,Defaulted
4727,97462,99530265.53,14.57,Active
4728,25908,96413727.49,15.89,Defaulted
4729,5242,20985636.96,17.69,Defaulted
4730,92631,75671753.2,23.62,Defaulted
4731,31752,94840960.76,18.93,Closed
4732,21732,75130536.85,13.73,Defaulted
4733,81732,23746530.57,18.87,Active
4734,24478,17528399.6,15.78,Defaulted
4735,21200,93757235.52,23.47,Defaulted
4736,8121,91031538.41,11.68,Defaulted
4737,90110,86844370.63,21.88,Defaulted
4738,52044,39581533.59,13.89,Active
4739,43007,75667355.75,20.63,Closed
4740,44161,57645958.4,23.08,Closed
4741,59430,78879633.69,8.04,Active
4742,70345,60606540.32,21.24,Active
4743,21744,93792364.86,16.91,Active
4744,32996,28730288.98,18.31,Closed
4745,35479,83840606.89,8.39,Defaulted
4746,85815,69086844.83,15.21,Defaulted
4747,3383,26555639.65,16.0,Defaulted
4748,29638,68302902.72,10.4,Defaulted
4749,26905,54258204.21,11.21,Active
4750,17440,92028222.61,13.07,Closed
4751,10775,99057973.23,11.14,Closed
4752,46173,29935386.9,22.1,Closed
4753,29699,60858378.33,16.62,Defaulted
4754,96315,19933648.95,13.42,Closed
4755,53045,74078698.07,18.78,Closed
4756,15366,58891344.56,12.47,Closed
4757,28880,17929029.3,19.84,Active
4758,89993,83209974.92,9.2,Closed
4759,81915,19955284.37,15.61,Closed
4760,63625,64367588.31,11.13,Closed
4761,92814,82051857.54,18.18,Closed
4762,50311,88432088.81,9.63,Active
4763,61370,69775238.27,20.82,Defaulted
4764,82547,91032089.58,23.75,Closed
4765,43674,60325725.2,22.36,Defaulted
4766,42696,96285272.23,17.27,Closed
4767,57400,77168270.87,18.96,Closed
4768,89034,96309896.75,12.9,Active
4769,39622,87307811.08,9.5,Active
4770,49667,72182488.08,10.58,Closed
4771,50075,6647186.47,23.35,Closed
4772,20303,86013445.66,11.61,Closed
4773,75856,50355249.85,10.59,Active
4774,28520,41920977.24,10.91,Defaulted
4775,21689,38934548.43,17.25,Closed
4776,89634,33175587.99,23.84,Active
4777,76131,11144445.69,15.42,Active
4778,44883,20382983.37,19.86,Active
4779,89096,57528663.02,11.69,Closed
4780,68342,11206950.94,21.5,Defaulted
4781,64878,42525367.12,11.75,Closed
4782,62526,85550530.84,20.81,Closed
4783,40759,21701123.36,11.5,Active
4784,99989,85968764.86,15.93,Closed
4785,31807,16141410.02,12.39,Defaulted
4786,90943,38863632.95,22.94,Active
4787,34772,61901349.65,15.8,Closed
4788,29755,24491003.8,23.09,Defaulted
4789,45138,15495211.69,14.52,Active
4790,20501,67175514.24,23.73,Defaulted
4791,63102,18733855.33,21.89,Active
4792,2208,92838996.69,9.21,Defaulted
4793,69847,59254820.4,16.88,Closed
4794,92535,34283268.33,17.02,Defaulted
4795,35783,22275740.96,19.14,Active
4796,65345,59167048.97,22.1,Defaulted
4797,98385,59033650.98,12.78,Active
4798,99333,27858835.77,17.26,Active
4799,74372,1266601.25,13.73,Defaulted
4800,78988,60850578.04,8.79,Active
4801,55325,6058580.47,18.85,Closed
4802,14779,9771799.07,19.69,Closed
4803,36020,20225325.68,12.03,Defaulted
4804,83991,68194355.04,21.3,Defaulted
4805,825,2870652.15,23.18,Defaulted
4806,1827,80225431.93,22.32,Active
4807,88255,84001230.49,10.93,Defaulted
4808,7264,1598231.06,17.71,Closed
4809,70891,63887412.06,23.53,Active
4810,63845,54840051.73,10.79,Active
4811,16327,92345678.0,12.75,Closed
4812,90743,75295300.74,9.5,Active
4813,53145,20217257.68,22.55,Active
4814,49812,49728515.81,23.89,Active
4815,10630,74985938.2,9.62,Active
4816,585,15248235.45,23.29,Closed
4817,27007,10127712.35,19.74,Defaulted
4818,82669,27147514.61,9.99,Active
4819,7732,2478558.36,19.77,Closed
4820,92613,77585860.95,10.02,Defaulted
4821,10292,97809155.47,12.83,Active
4822,59803,34918091.4,11.3,Defaulted
4823,4813,17377504.74,23.13,Defaulted
4824,13366,32855516.63,17.51,Closed
4825,49857,67317028.24,23.77,Closed
4826,58931,85501998.05,17.0,Active
4827,90923,50736358.15,13.44,Active
4828,40084,14911268.1,21.47,Defaulted
4829,96014,16959937.06,20.76,Defaulted
4830,9540,92642665.82,22.35,Active
4831,37720,30222421.68,17.57,Defaulted
4832,9877,99706210.21,9.47,Defaulted
4833,33439,68235716.91,8.52,Defaulted
4834,99113,69037020.57,14.66,Active
4835,65481,53342430.59,13.83,Closed
4836,19604,99554662.34,15.8,Defaulted
4837,36021,24524327.74,23.41,Defaulted
4838,48867,7733862.38,15.32,Closed
4839,23094,44793281.49,14.36,Active
4840,96473,29105604.69,15.53,Defaulted
4841,31618,48170518.24,18.15,Closed
4842,21619,46381254.63,19.16,Defaulted
4843,84161,38726552.79,17.45,Closed
4844,23061,69037532.21,15.3,Defaulted
4845,45024,31531687.93,12.68,Defaulted
4846,24073,32069671.3,13.5,Active
4847,99092,36945213.75,12.08,Closed
4848,3027,39374174.04,23.75,Closed
4849,32446,9596715.6,22.43,Defaulted
4850,41117,71551738.63,9.37,Closed
4851,1916,87140031.65,11.41,Defaulted
4852,6895,20583946.9,12.54,Closed
4853,81173,85408300.77,19.77,Defaulted
4854,76053,35761333.63,23.13,Closed
4855,82671,95637564.76,20.66,Defaulted
4856,96300,79946707.94,16.17,Defaulted
4857,43843,69042528.22,19.16,Closed
4858,87109,11917620.72,16.34,Active
4859,53151,10096315.94,12.13,Defaulted
4860,47799,79237841.11,11.83,Closed
4861,38779,9417737.71,22.27,Active
4862,44002,76167866.21,8.91,Active
4863,21065,69888486.48,23.16,Active
4864,60660,99169792.36,15.03,Defaulted
4865,35144,63159454.68,9.79,Closed
4866,56155,81841325.75,22.68,Active
4867,15479,37020089.74,19.5,Active
4868,69917,72839217.58,15.29,Defaulted
4869,95462,54394583.72,22.8,Defaulted
4870,38848,49060725.8,21.16,Active
4871,98355,90363433.62,11.01,Defaulted
4872,13760,93889763.6,17.25,Active
4873,77223,68553528.05,23.29,Defaulted
4874,23665,11631689.7,9.13,Active
4875,76167,89558205.55,21.47,Defaulted
4876,53447,72883531.33,18.76,Defaulted
4877,43112,25456930.21,23.51,Closed
4878,63054,6366474.61,15.67,Closed
4879,30958,64891207.64,8.13,Defaulted
4880,64025,54594667.56,15.1,Closed
4881,13735,27902731.65,12.35,Active
4882,71497,94055351.88,17.64,Defaulted
4883,81885,30798304.39,9.47,Defaulted
4884,27644,75569915.42,18.17,Active
4885,83632,89968416.12,8.0,Active
4886,70543,14296544.08,13.68,Active
4887,89694,7675946.25,10.48,Defaulted
4888,86883,62518291.69,13.02,Defaulted
4889,17416,2267479.69,23.06,Defaulted
4890,37980,75921281.63,18.79,Active
4891,44498,40311064.18,18.9,Closed
4892,40011,22470453.92,13.15,Active
4893,77587,25810354.47,16.52,Active
4894,66088,82804471.05,10.0,Defaulted
4895,40426,45973344.09,14.26,Closed
4896,96272,84024137.87,23.65,Defaulted
4897,48032,26848467.61,20.69,Defaulted
4898,32200,39013701.46,20.39,Defaulted
4899,86149,23873365.0,8.39,Defaulted
4900,35514,79059408.96,12.72,Defaulted
4901,84382,72647112.92,23.5,Defaulted
4902,38530,18782270.39,11.77,Defaulted
4903,83238,85510442.99,18.87,Active
4904,53130,48566542.33,18.91,Defaulted
4905,96933,78109367.21,20.73,Defaulted
4906,20923,2134233.59,10.2,Closed
4907,27173,20494410.83,16.19,Active
4908,11065,64631493.74,15.72,Active
4909,31095,45457494.18,9.83,Defaulted
4910,84050,12211891.0,21.12,Closed
4911,98720,5312739.74,9.99,Defaulted
4912,91013,89718502.12,11.21,Active
4913,22203,56752500.7,10.34,Active
4914,47330,96513613.39,12.53,Defaulted
4915,75068,38332945.02,21.8,Defaulted
4916,21303,31077628.09,21.54,Defaulted
4917,49986,69774955.5,22.31,Active
4918,56533,10552323.12,9.2,Defaulted
4919,63091,56827636.03,16.89,Defaulted
4920,9191,33902261.6,9.59,Closed
4921,28170,14015625.55,18.79,Active
4922,44453,61547318.98,21.21,Active
4923,45804,89522329.45,17.83,Active
4924,45526,75113756.64,14.54,Active
4925,26687,23691643.33,15.18,Defaulted
4926,76525,48325198.91,22.3,Active
4927,11372,93443574.77,13.6,Defaulted
4928,27422,69969996.62,20.17,Closed
4929,72808,21808632.08,17.7,Closed
4930,71159,68456573.91,21.96,Defaulted
4931,51178,51430957.13,18.9,Defaulted
4932,30105,82639044.44,8.73,Defaulted
4933,23445,56209692.92,18.27,Defaulted
4934,51409,16474748.56,23.9,Closed
4935,38760,67946647.6,19.56,Defaulted
4936,90699,10661976.21,18.62,Closed
4937,50862,62621432.92,19.31,Defaulted
4938,83899,99252115.44,14.18,Defaulted
4939,14395,19686011.31,20.12,Defaulted
4940,7641,95500512.83,19.04,Closed
4941,32427,60456679.03,11.93,Defaulted
4942,31233,98118044.15,12.16,Closed
4943,50047,96270609.91,21.99,Defaulted
4944,19162,99165640.53,23.1,Closed
4945,20452,52460662.59,15.85,Closed
4946,65233,94595228.12,23.35,Active
4947,15813,55770503.63,10.34,Closed
4948,93156,52575462.11,18.62,Active
4949,16517,13281160.39,19.12,Defaulted
4950,72041,46572763.17,20.21,Active
4951,13337,78479434.04,15.77,Active
4952,61550,38698992.23,12.19,Closed
4953,79660,15018649.31,16.44,Defaulted
4954,21370,15783772.39,11.96,Closed
4955,84852,14087219.67,10.13,Defaulted
4956,68324,99292237.17,11.47,Closed
4957,18773,33644273.75,13.05,Active
4958,2883,44007336.79,20.59,Defaulted
4959,55676,96552609.52,23.85,Closed
4960,64464,28891244.36,8.77,Defaulted
4961,9820,45693445.26,16.41,Defaulted
4962,17569,3010065.04,17.24,Active
4963,11430,71519212.98,21.1,Closed
4964,46883,8283278.43,22.43,Defaulted
4965,36634,91165152.42,17.35,Active
4966,93940,70625975.44,9.21,Defaulted
4967,43980,80930667.5,19.53,Active
4968,8434,45602271.8,23.75,Closed
4969,21262,1856557.15,18.71,Defaulted
4970,62352,81991888.08,23.96,Defaulted
4971,66670,64847100.06,10.89,Defaulted
4972,31300,32403544.73,21.17,Closed
4973,39997,25001520.5,10.55,Active
4974,3628,51745841.91,19.01,Active
4975,86319,40199559.01,17.01,Active
4976,41602,64957741.75,23.81,Closed
4977,99241,39393017.24,12.86,Closed
4978,45637,19528104.94,16.03,Defaulted
4979,61260,57457572.72,8.37,Closed
4980,56300,76872217.98,23.55,Defaulted
4981,61880,84760125.1,10.71,Closed
4982,64019,25935972.04,16.33,Active
4983,48925,61762051.48,16.46,Closed
4984,19326,70451762.11,19.85,Defaulted
4985,17199,35711184.59,20.34,Defaulted
4986,45738,25545287.33,16.46,Defaulted
4987,89980,70010820.37,23.98,Closed
4988,79925,74130352.11,9.71,Active
4989,66361,63233616.1,14.9,Closed
4990,67645,81755930.34,22.39,Closed
4991,37543,82951054.46,17.43,Closed
4992,77654,37554851.23,23.03,Active
4993,88285,51257262.75,15.72,Defaulted
4994,70178,93413839.27,20.97,Closed
4995,57725,33331276.93,22.79,Closed
4996,57821,7102901.69,13.44,Defaulted
4997,77296,13565283.11,18.39,Closed
4998,34240,13351682.35,17.78,Active
4999,5674,54602485.61,8.78,Active
5000,57540,34815075.26,20.5,Defaulted
5001,99549,81440439.2,10.68,Closed
5002,98044,29409845.36,21.02,Defaulted
5003,75722,4138208.9,20.13,Closed
5004,76483,40490779.59,20.43,Defaulted
5005,26466,35045910.23,12.31,Active
5006,19099,60863605.93,11.25,Active
5007,59637,96798168.32,14.79,Closed
5008,83216,15633894.59,17.92,Defaulted
5009,13503,31378554.28,22.42,Active
5010,11674,19670782.54,20.92,Defaulted
5011,74913,66767797.16,21.89,Defaulted
5012,4564,44208997.7,17.12,Closed
5013,16107,11215019.8,17.31,Closed
5014,32620,7756745.04,15.75,Active
5015,92482,95114950.16,23.83,Defaulted
5016,86958,37680590.93,13.57,Active
5017,67205,55254214.67,9.89,Defaulted
5018,10570,72936892.58,8.84,Closed
5019,81164,93977201.24,23.76,Closed
5020,52813,57752524.68,21.25,Closed
5021,26203,21467592.31,22.23,Active
5022,77357,85463919.15,19.81,Closed
5023,79120,19719715.09,12.38,Closed
5024,57562,11239813.36,21.96,Defaulted
5025,32759,5242885.4,12.08,Active
5026,70023,37277326.78,10.64,Active
5027,57632,89128424.87,13.55,Closed
5028,30460,8026761.12,12.96,Defaulted
5029,3189,34351683.62,15.13,Active
5030,11935,85574105.05,23.33,Closed
5031,18250,65887323.75,23.17,Active
5032,59015,77303559.58,14.53,Closed
5033,17455,20919082.6,16.28,Active
5034,90854,69827814.1,10.62,Active
5035,92713,4680831.08,9.63,Active
5036,23716,82493466.28,8.99,Active
5037,6907,28301736.56,21.92,Closed
5038,8711,22339815.88,12.7,Closed
5039,76931,9907408.77,15.6,Active
5040,22098,14717715.53,14.63,Defaulted
5041,73969,87989773.01,22.71,Closed
5042,66001,83421278.78,17.38,Closed
5043,56640,23360202.37,10.01,Defaulted
5044,57535,98560982.72,17.68,Defaulted
5045,33203,73296499.35,22.69,Active
5046,37699,45206659.54,16.76,Closed
5047,83236,15795532.88,10.23,Active
5048,39829,89904894.72,23.62,Active
5049,68172,18369161.15,11.37,Closed
5050,21143,28272370.49,9.09,Active
5051,67085,93026876.79,14.74,Defaulted
5052,55044,26661372.51,9.63,Active
5053,64176,16286009.42,17.02,Active
5054,23674,53661240.93,22.51,Closed
5055,19222,93724741.13,11.4,Active
5056,1594,47012972.87,22.23,Defaulted
5057,35427,37242792.68,22.34,Defaulted
5058,6900,75042287.17,21.71,Defaulted
5059,7353,8347111.71,20.29,Closed
5060,40075,19546881.52,16.73,Defaulted
5061,4256,22625291.88,20.85,Defaulted
5062,19543,92552510.79,19.12,Active
5063,45620,57230748.41,18.92,Active
5064,1257,46278395.35,20.95,Closed
5065,81683,53939667.96,20.33,Closed
5066,63454,60678757.73,10.01,Defaulted
5067,78955,14053949.96,22.38,Active
5068,67718,10309458.84,10.93,Active
5069,22822,38398665.44,19.8,Defaulted
5070,89852,81627938.26,10.03,Defaulted
5071,24512,3685425.7,13.39,Defaulted
5072,8012,63332663.1,22.87,Closed
5073,47493,86607660.47,22.57,Defaulted
5074,52624,91242236.21,13.54,Defaulted
5075,91380,5876986.77,19.07,Closed
5076,16115,98767929.11,18.71,Active
5077,11069,5699184.74,21.15,Defaulted
5078,22364,82447181.5,9.71,Closed
5079,17201,83370793.42,17.06,Defaulted
5080,18433,10541922.09,11.75,Defaulted
5081,26521,95159285.63,12.9,Closed
5082,5278,91009171.22,18.11,Closed
5083,75114,33005724.74,12.49,Closed
5084,97195,21469164.38,20.31,Closed
5085,45425,85456845.66,15.87,Defaulted
5086,20390,97911709.12,14.48,Active
5087,24847,17244077.69,14.19,Defaulted
5088,50986,27747383.3,9.17,Active
5089,81011,87963485.18,20.57,Defaulted
5090,89743,29293667.33,14.43,Active
5091,53822,71474072.75,23.0,Defaulted
5092,32504,74414893.62,10.31,Closed
5093,25156,56516207.89,19.78,Closed
5094,62746,57717542.26,9.06,Closed
5095,87449,4365475.81,11.59,Defaulted
5096,47148,95330350.97,9.37,Defaulted
5097,21778,73031944.31,15.51,Closed
5098,19885,42449576.47,22.97,Closed
5099,16121,87676085.71,23.25,Closed
5100,71425,86630135.96,21.12,Defaulted
5101,54663,74575625.63,14.6,Defaulted
5102,21903,83725332.33,8.35,Defaulted
5103,27019,67389660.05,21.68,Active
5104,87730,11659638.1,8.29,Defaulted
5105,5398,98996060.74,15.52,Active
5106,34060,8455197.92,11.52,Active
5107,78404,24475735.92,15.11,Defaulted
5108,9244,96084029.44,18.01,Active
5109,83364,24935692.64,19.69,Closed
5110,61155,51268395.66,20.13,Defaulted
5111,74873,70944480.34,17.17,Defaulted
5112,94512,47956763.23,18.39,Active
5113,95839,95241720.27,9.27,Active
5114,72399,81736058.48,8.11,Active
5115,51263,64370100.89,11.72,Defaulted
5116,50520,5410957.65,14.78,Closed
5117,45495,54945827.11,21.33,Defaulted
5118,58582,51161738.73,8.52,Active
5119,8997,37080214.24,23.46,Defaulted
5120,6725,76557399.72,22.63,Closed
5121,91480,98589916.43,22.62,Active
5122,70868,42993709.57,21.35,Closed
5123,21026,16504130.46,15.84,Active
5124,19310,67367488.84,18.96,Closed
5125,39796,43939046.23,14.16,Closed
5126,12985,69598920.66,14.39,Closed
5127,23011,39788196.17,20.64,Closed
5128,35256,92538876.62,11.42,Active
5129,3505,5786595.9,19.65,Closed
5130,13412,73468095.72,23.74,Active
5131,10052,58736100.91,23.76,Closed
5132,46629,72401769.96,18.66,Defaulted
5133,95222,90618899.78,9.48,Closed
5134,14256,16890071.1,13.77,Closed
5135,54828,75889648.62,18.92,Closed
5136,93265,28454321.31,22.2,Active
5137,98476,3740305.21,17.97,Defaulted
5138,44653,36142681.89,23.7,Closed
5139,18285,27424436.33,14.57,Active
5140,62431,1096574.61,18.39,Closed
5141,62451,34121030.21,23.98,Defaulted
5142,79157,30590247.93,8.04,Defaulted
5143,11562,35918127.7,20.63,Defaulted
5144,860,13304159.64,21.99,Active
5145,53789,20719106.33,21.03,Active
5146,62686,53442776.19,13.72,Defaulted
5147,65250,25876585.32,13.42,Active
5148,15575,98455207.23,22.01,Active
5149,73845,3598939.9,13.86,Defaulted
5150,93960,96419481.25,9.67,Closed
5151,22978,50202790.21,19.65,Closed
5152,82798,7285701.27,17.08,Defaulted
5153,60766,55067811.63,14.04,Closed
5154,18402,77599288.53,8.6,Closed
5155,41946,19376659.19,10.2,Defaulted
5156,40009,28017126.55,19.75,Defaulted
5157,94813,1978362.29,10.71,Active
5158,48500,90336669.42,19.0,Active
5159,32847,11791975.81,13.48,Closed
5160,4673,91886790.78,22.42,Closed
5161,67701,94669325.39,11.62,Defaulted
5162,16581,84998324.53,22.51,Closed
5163,80662,13417586.4,17.75,Defaulted
